Ticker,ISIN,CUSIP,Name,Global Broad Category Group,Global Category,Morningstar Category,Domicile,Exchange,Exchange Country,SecId,Investment Type,Figi
FINT,CA33741A1021,33741A102,FT International Capital Strength ETF,Equity,Global Equity Large Cap,Canada Fund International Equity,Canada,TORONTO STOCK EXCHANGE,Canada,F000010IBT,Exchange-Traded Fund,BBG00KXN8946
FSL.A,CA33739J2065,33739J206,FT Senior Loan ETF CAD Hdg Adv,Fixed Income,Canada Fixed Income,Canada Fund Floating Rate Loans,Canada,TORONTO STOCK EXCHANGE,Canada,F00000QDDQ,Exchange-Traded Fund,BBG00562ZTB3
FSL,CA33739J1075,33739J107,FT Senior Loan ETF CAD Hdg Comm,Fixed Income,Canada Fixed Income,Canada Fund Floating Rate Loans,Canada,TORONTO STOCK EXCHANGE,Canada,F00000QDDP,Exchange-Traded Fund,BBG00562ZRW4
FSD.A,CA33740L2084,33740L208,FT Short Dur Hi Yld Bd ETF CAD Hdg Adv,Fixed Income,High Yield Fixed Income,Canada Fund High Yield Fixed Income,Canada,TORONTO STOCK EXCHANGE,Canada,F00000WW7E,Exchange-Traded Fund,
FSD,CA33740L1094,33740L109,FT Short Dur Hi Yld Bd ETF CAD Hdg Comm,Fixed Income,High Yield Fixed Income,Canada Fund High Yield Fixed Income,Canada,TORONTO STOCK EXCHANGE,Canada,F00000WW7F,Exchange-Traded Fund,BBG00C18D7S4
FTB,CA33739D1006,33739D100,FT Tactical Bond ETF,Fixed Income,Global Fixed Income,Canada Fund Global Fixed Income,Canada,TORONTO STOCK EXCHANGE,Canada,F00000VZ2M,Exchange-Traded Fund,BBG009F14GM7
FUD.A,CA33740H2072,33740H207,FT Value Line‘ Dividend ETF CAD Hdg Adv,Equity,US Equity Large Cap Blend,Canada Fund US Equity,Canada,TORONTO STOCK EXCHANGE,Canada,F00000PXT7,Exchange-Traded Fund,BBG004K6BXJ0
FUD,CA33740H1082,33740H108,FT Value Line‘ Dividend ETF CAD Hdg Comm,Equity,US Equity Large Cap Blend,Canada Fund US Equity,Canada,TORONTO STOCK EXCHANGE,Canada,F00000PXT3,Exchange-Traded Fund,BBG004K6BV59
HBG.U,CA4070381088,407038108,Hamilton Capital Global Bank ETF,Equity,Financials Sector Equity,Canada Fund Financial Services Equity,Canada,TORONTO STOCK EXCHANGE,Canada,0P0001BHLE,Exchange-Traded Fund,
HBG,CA4070381088,407038108,Hamilton Capital Global Bank ETF,Equity,Financials Sector Equity,Canada Fund Financial Services Equity,Canada,TORONTO STOCK EXCHANGE,Canada,F00000WSYE,Exchange-Traded Fund,
HFY,CA40703P1009,40703P100,Hamilton Capital Global Fincls Yld ETF,Equity,Financials Sector Equity,Canada Fund Financial Services Equity,Canada,TORONTO STOCK EXCHANGE,Canada,F00000YIAH,Exchange-Traded Fund,
HFY.U,CA40703P1009,40703P100,Hamilton Capital Global Fincls Yld ETF,Equity,Financials Sector Equity,Canada Fund Financial Services Equity,Canada,TORONTO STOCK EXCHANGE,Canada,0P0001BHLF,Exchange-Traded Fund,
HFMU,CA4070471095,407047109,Hamilton Capital US Md-Cp Fincls ETF,Equity,Financials Sector Equity,Canada Fund Financial Services Equity,Canada,TORONTO STOCK EXCHANGE,Canada,0P0001DP8U,Exchange-Traded Fund,
HFMU.U,CA4070471095,407047109,Hamilton Capital US Md-Cp Fincls ETF,Equity,Financials Sector Equity,Canada Fund Financial Services Equity,Canada,TORONTO STOCK EXCHANGE,Canada,F00000ZGDB,Exchange-Traded Fund,
HCBB,,41751R105,Harvest Banks & Buildings Income ETF,Equity,Financials Sector Equity,Canada Fund Financial Services Equity,Canada,TORONTO STOCK EXCHANGE,Canada,F000010BGB,Exchange-Traded Fund,BBG00KG60VM1
HBF.U,CA41753L1067,41753L106,Harvest Brand Leaders Plus Income ETF,Equity,US Equity Large Cap Blend,Canada Fund US Equity,Canada,TORONTO STOCK EXCHANGE,Canada,0P00018YFO,Exchange-Traded Fund,BBG006KZRFJ3
HBF,CA41753L1067,41753L106,Harvest Brand Leaders Plus Income ETF,Equity,US Equity Large Cap Blend,Canada Fund US Equity,Canada,TORONTO STOCK EXCHANGE,Canada,F00000XYPG,Exchange-Traded Fund,BBG006KZRFJ3
HPF,CA41753Y1088,41753Y108,Harvest Energy Leaders Plus Income ETF,Equity,Energy Sector Equity,Canada Fund Energy Equity,Canada,TORONTO STOCK EXCHANGE,Canada,F00000XYPF,Exchange-Traded Fund,BBG0072K3SN7
HPF.U,CA41753Y1088,41753Y108,Harvest Energy Leaders Plus Income ETF,Equity,Energy Sector Equity,Canada Fund Energy Equity,Canada,TORONTO STOCK EXCHANGE,Canada,0P00018YFN,Exchange-Traded Fund,BBG0072K3SN7
HEUR,CA41753B1085,41753B108,Harvest European Leaders Income ETF Cl A,Equity,Europe Equity Large Cap,Canada Fund European Equity,Canada,TORONTO STOCK EXCHANGE,Canada,F0000107DI,Exchange-Traded Fund,BBG00K7T3DT1
HGR,CA41754X1096,41754X109,Harvest Global REIT Leaders Income ETF,Equity,Real Estate Sector Equity,Canada Fund Real Estate Equity,Canada,TORONTO STOCK EXCHANGE,Canada,F00000Z4YD,Exchange-Traded Fund,BBG00H0M3MX5
HRES,CA41754Q1046,41754Q104,Harvest Global Resource Leaders ETF Cl A,Equity,Natural Resources Sector Equity,Canada Fund Natural Resources Equity,Canada,TORONTO STOCK EXCHANGE,Canada,F000010366,Exchange-Traded Fund,BBG00JYK5GC2
HHL.U,CA41755F1071,41755F107,Harvest Healthcare Leaders Income ETF,Equity,Other Equity,Canada Fund Sector Equity,Canada,TORONTO STOCK EXCHANGE,Canada,0P0001B4WJ,Exchange-Traded Fund,BBG007FMT6H6
HHL,CA41755F1071,41755F107,Harvest Healthcare Leaders Income ETF,Equity,Other Equity,Canada Fund Sector Equity,Canada,TORONTO STOCK EXCHANGE,Canada,F00000XYPE,Exchange-Traded Fund,BBG007FMT6H6
HTA.U,CA41755D1024,41755D102,Harvest Tech Achievers Growth&Income ETF,Equity,Other Sector Equity,Canada Fund Sector Equity,Canada,TORONTO STOCK EXCHANGE,Canada,0P0001B4ME,Exchange-Traded Fund,BBG0099KNCP7
HTA,CA41755D1024,41755D102,Harvest Tech Achievers Growth&Income ETF,Equity,Other Sector Equity,Canada Fund Sector Equity,Canada,TORONTO STOCK EXCHANGE,Canada,F00000Z4OT,Exchange-Traded Fund,BBG0099KNCP7
HUBL,CA41755H1038,41755H103,Harvest US Bank Leaders Income ETF Cl A,Equity,Financials Sector Equity,Canada Fund Financial Services Equity,Canada,TORONTO STOCK EXCHANGE,Canada,F000010364,Exchange-Traded Fund,BBG00JYK57P8
HUBL.U,CA41755H2028,41755H202,Harvest US Bank Leaders Income ETF Cl U,Equity,Financials Sector Equity,Canada Fund Financial Services Equity,Canada,TORONTO STOCK EXCHANGE,Canada,F000010365,Exchange-Traded Fund,BBG00JYK59Q3
HUL.U,CA41756A1075,41756A107,Harvest US Equity Plus Income ETF,Equity,US Equity Large Cap Blend,Canada Fund US Equity,Canada,TORONTO STOCK EXCHANGE,Canada,0P00018YFP,Exchange-Traded Fund,BBG0081J6X00
HUL,CA41756A1075,41756A107,Harvest US Equity Plus Income ETF,Equity,US Equity Large Cap Blend,Canada Fund US Equity,Canada,TORONTO STOCK EXCHANGE,Canada,F00000XYPH,Exchange-Traded Fund,BBG0081J6X00
HARC,CA44053H1064,44053H106,Horizons Absolute Return Global Ccy ETF,Alternative,Other Alternative,Canada Fund Alternative Strategies,Canada,TORONTO STOCK EXCHANGE,Canada,F00000YEKR,Exchange-Traded Fund,BBG00FRRHYG7
MIND,CA44054Q1054,44054Q105,Horizons Active A.I. Global Equity ETF,Equity,Global Equity Large Cap,Canada Fund Global Equity,Canada,TORONTO STOCK EXCHANGE,Canada,F00000ZNQ0,Exchange-Traded Fund,BBG00J3PSHV7
HAD,CA44051N1134,44051N113,Horizons Active Cdn Bond ETF Comm,Fixed Income,Canada Fixed Income,Canada Fund Canadian Fixed Income,Canada,TORONTO STOCK EXCHANGE,Canada,F00000OWLB,Exchange-Traded Fund,BBG003GP7869
HAL,CA44050P1018,44050P101,Horizons Active Cdn Dividend ETF Comm,Equity,Canadian Equity Large Cap,Canada Fund Canadian Dividend & Income Equity,Canada,TORONTO STOCK EXCHANGE,Canada,F00000GV18,Exchange-Traded Fund,BBG000QB1WM0
HMP,CA44052Y1007,44052Y100,Horizons Active Cdn Municipal Bd ETF E,Fixed Income,Canada Fixed Income,Canada Fund Canadian Short Term Fixed Income,Canada,TORONTO STOCK EXCHANGE,Canada,F00000W6RB,Exchange-Traded Fund,BBG009S4ZNP5
HAB,CA44051F1027,44051F102,Horizons Active Corporate Bond ETF Comm,Fixed Income,Canada Fixed Income,Canada Fund Canadian Corporate Fixed Income,Canada,TORONTO STOCK EXCHANGE,Canada,F00000J8CJ,Exchange-Traded Fund,BBG000BB5G92
HAJ,CA44051M2067,44051M206,Horizons Active Emerg Mkts Div ETF Comm,Equity,Emerging Markets Equity,Canada Fund Emerging Markets Equity,Canada,TORONTO STOCK EXCHANGE,Canada,F00000OWL9,Exchange-Traded Fund,BBG003GP7BJ8
HEMB,CA44054T1093,44054T109,Horizons Active Emerging Markets Bd ETF,Fixed Income,Emerging Markets Fixed Income,Canada Fund Emerging Markets Fixed Income,Canada,TORONTO STOCK EXCHANGE,Canada,F000010RK4,Exchange-Traded Fund,BBG00LLKKX64
HSL,CA44052L2075,44052L207,Horizons Active Floating Rt Sr Ln ETF E,Fixed Income,Canada Fixed Income,Canada Fund Floating Rate Loans,Canada,TORONTO STOCK EXCHANGE,Canada,F00000UKI2,Exchange-Traded Fund,BBG007B28TY8
HFR,CA44051H1082,44051H108,Horizons Active FR Bond ETF Comm,Fixed Income,Canada Fixed Income,Canada Fund Canadian Short Term Fixed Income,Canada,TORONTO STOCK EXCHANGE,Canada,F00000LM4V,Exchange-Traded Fund,BBG0019ZX352
HFP,CA44052A2011,44052A201,Horizons Active FR Perf Share ETF Comm,Fixed Income,Canada Fixed Income,Canada Fund Preferred Share Fixed Income,Canada,TORONTO STOCK EXCHANGE,Canada,F00000QHUR,Exchange-Traded Fund,BBG005CHRGN7
HAZ,CA44051G1000,44051G100,Horizons Active Global Dividend ETF Comm,Equity,Global Equity,Canada Fund Global Equity,Canada,TORONTO STOCK EXCHANGE,Canada,F00000J8CK,Exchange-Traded Fund,
HAF,CA44052P1172,44052P117,Horizons Active Global Fixed Inc ETF,Fixed Income,Global Fixed Income,Canada Fund Global Fixed Income,Canada,TORONTO STOCK EXCHANGE,Canada,F00000MA39,Exchange-Traded Fund,BBG000BKK4X5
HYI,CA43990B2066,43990B206,Horizons Active High Yield Bond ETF Comm,Fixed Income,High Yield Fixed Income,Canada Fund High Yield Fixed Income,Canada,TORONTO STOCK EXCHANGE,Canada,F00000NQK3,Exchange-Traded Fund,BBG002N8QYY2
HADM,CA44054M1041,44054M104,Horizons Active Intl Dev Mkts Eq ETF,Equity,Global Equity Large Cap,Canada Fund International Equity,Canada,TORONTO STOCK EXCHANGE,Canada,F00000ZNPZ,Exchange-Traded Fund,BBG00J24Q188
HPR,CA44051D1078,44051D107,Horizons Active Preferred Share ETF Comm,Fixed Income,Canada Fixed Income,Canada Fund Preferred Share Fixed Income,Canada,TORONTO STOCK EXCHANGE,Canada,F00000LJZM,Exchange-Traded Fund,BBG001972Y50
HAU.U,CA44052M2058,44052M205,Horizons Active US Dividend ETF E,Equity,US Equity Large Cap Blend,Canada Fund US Equity,Canada,TORONTO STOCK EXCHANGE,Canada,0P00017JRQ,Exchange-Traded Fund,
HAU,CA44052M2058,44052M205,Horizons Active US Dividend ETF E,Equity,US Equity Large Cap Blend,Canada Fund US Equity,Canada,TORONTO STOCK EXCHANGE,Canada,F00000VDPV,Exchange-Traded Fund,
HUF,CA44051R1148,44051R114,Horizons Active US FR Bd (USD) ETF Comm,Fixed Income,Global Fixed Income,Canada Fund Canadian Corporate Fixed Income,Canada,TORONTO STOCK EXCHANGE,Canada,0P0000ZS59,Exchange-Traded Fund,
HUF.U,CA44051R1148,44051R114,Horizons Active US FR Bd (USD) ETF Comm,Fixed Income,Global Fixed Income,Canada Fund Canadian Corporate Fixed Income,Canada,TORONTO STOCK EXCHANGE,Canada,F00000NQK1,Exchange-Traded Fund,
HBAL,CA44053R1047,44053R104,Horizons Balanced TRI ETF Portfolio,Allocation,Aggressive Allocation,Canada Fund Global Equity Balanced,Canada,TORONTO STOCK EXCHANGE,Canada,F000010RK5,Exchange-Traded Fund,BBG00LLNQZH5
BKCH,CA44054N1024,44054N102,Horizons Blckchn Tech & Hrdwr ETF,Equity,Technology Sector Equity,Canada Fund Sector Equity,Canada,TORONTO STOCK EXCHANGE,Canada,F000010M3I,Exchange-Traded Fund,
BKCH.U,CA44054N1024,44054N102,Horizons Blckchn Tech & Hrdwr ETF,Equity,Technology Sector Equity,Canada Fund Sector Equity,Canada,TORONTO STOCK EXCHANGE,Canada,0P0001DKHU,Exchange-Traded Fund,
HOG,CA44052H1073,44052H107,Horizons Can Midstream Oil & Gas ETF,Equity,Energy Sector Equity,Canada Fund Energy Equity,Canada,TORONTO STOCK EXCHANGE,Canada,F00000TWMT,Exchange-Traded Fund,BBG006T1MJ33
CAN,CA44053E1034,44053E103,Horizons Canadian Dollar Currency ETF,Miscellaneous,Miscellaneous,Canada Fund Miscellaneous - Other,Canada,TORONTO STOCK EXCHANGE,Canada,F00000X6UR,Exchange-Traded Fund,BBG00CVW49Z6
HXH,CA44053D1050,44053D105,Horizons Cdn High Dividend ETF,Equity,Canadian Equity Large Cap,Canada Fund Canadian Dividend & Income Equity,Canada,TORONTO STOCK EXCHANGE,Canada,F00000X2JQ,Exchange-Traded Fund,BBG00CNJCXD6
HII,CA44052N1042,44052N104,Horizons Cdn Insider ETF,Equity,Canadian Equity Mid/Small Cap,Canada Fund Canadian Small/Mid Cap Equity,Canada,TORONTO STOCK EXCHANGE,Canada,F00000V90D,Exchange-Traded Fund,BBG007Z0DCW9
HBB,CA44052E1043,44052E104,Horizons CDN Select Universe Bond ETF,Fixed Income,Canada Fixed Income,Canada Fund Canadian Fixed Income,Canada,TORONTO STOCK EXCHANGE,Canada,F00000UEM6,Exchange-Traded Fund,BBG006G2JT91
HCN,CA44052U1084,44052U108,Horizons China High Div Yld Idx ETF,Equity,Greater China Equity,Canada Fund Greater China Equity,Canada,TORONTO STOCK EXCHANGE,Canada,F00000WQOW,Exchange-Traded Fund,BBG00BVC0QN1
HCON,CA44053V1058,44053V105,Horizons Conservative TRI ETF Portfolio,Allocation,Moderate Allocation,Canada Fund Global Neutral Balanced,Canada,TORONTO STOCK EXCHANGE,Canada,F000010RK3,Exchange-Traded Fund,BBG00LLNQ171
HUC,CA44053W1032,44053W103,Horizons Crude Oil ETF,Commodities,Commodities Broad Basket,Canada Fund Commodity,Canada,TORONTO STOCK EXCHANGE,Canada,F000003UUA,Exchange-Traded Fund,BBG000N3C904
HMJR,CA44054L1067,44054L106,Horizons Emerging Marijuana Growers ETF,Equity,Other Sector Equity,Canada Fund Sector Equity,Canada,AEQUITAS NEO EXCHANGE,Canada,F0000104GS,Exchange-Traded Fund,
HEJ,CA44049N1006,44049N100,Horizons Enh Inc Intl Equity ETF Comm,Equity,Global Equity,Canada Fund International Equity,Canada,TORONTO STOCK EXCHANGE,Canada,F00000MZEK,Exchange-Traded Fund,BBG0022FT196
HEA.U,CA44049W1005,44049W100,Horizons Enh Inc US Equity USD ETF Comm,Equity,US Equity Large Cap Blend,Canada Fund US Equity,Canada,TORONTO STOCK EXCHANGE,Canada,F00000MZEI,Exchange-Traded Fund,
HEA,CA44049W1005,44049W100,Horizons Enh Inc US Equity USD ETF Comm,Equity,US Equity Large Cap Blend,Canada Fund US Equity,Canada,TORONTO STOCK EXCHANGE,Canada,0P00012FC3,Exchange-Traded Fund,
HEF,CA44050A1049,44050A104,Horizons Enhan Inc Financials ETF Comm,Equity,Financials Sector Equity,Canada Fund Financial Services Equity,Canada,TORONTO STOCK EXCHANGE,Canada,F00000MG4I,Exchange-Traded Fund,BBG001PH60Y8
HEE,CA44049X3067,44049X306,Horizons Enhanced Inc Energy ETF Comm,Equity,Energy Sector Equity,Canada Fund Energy Equity,Canada,TORONTO STOCK EXCHANGE,Canada,F00000MCGX,Exchange-Traded Fund,BBG001MB7YJ6
HEP,CA44049Q2027,44049Q202,Horizons Enhanced Inc Gold Prod ETF Comm,Equity,Precious Metals Sector Equity,Canada Fund Precious Metals Equity,Canada,TORONTO STOCK EXCHANGE,Canada,F00000MCGW,Exchange-Traded Fund,
HEX,CA44049V1022,44049V102,Horizons Enhanced Income Equity ETF Comm,Equity,Canadian Equity Large Cap,Canada Fund Canadian Equity,Canada,TORONTO STOCK EXCHANGE,Canada,F00000MA3A,Exchange-Traded Fund,BBG001KSCFM2
HXX,CA44053C1077,44053C107,Horizons EURO STOXX 50 ETF,Equity,Europe Equity Large Cap,Canada Fund European Equity,Canada,TORONTO STOCK EXCHANGE,Canada,F00000XLT3,Exchange-Traded Fund,BBG00FGS85P0
HGC,CA44053T1003,44053T100,Horizons Global Currency Opps ETF,Miscellaneous,Miscellaneous,Canada Fund Miscellaneous - Other,Canada,TORONTO STOCK EXCHANGE,Canada,F00000XIZJ,Exchange-Traded Fund,BBG00DBPNT22
HRA,CA44053K1093,44053K109,Horizons Global Risk Parity ETF,Allocation,Moderate Allocation,Canada Fund Global Neutral Balanced,Canada,TORONTO STOCK EXCHANGE,Canada,F00000XIZK,Exchange-Traded Fund,BBG00DDRD4G7
HUG,CA44054G1072,44054G107,Horizons Gold ETF,Commodities,Commodities Broad Basket,Canada Fund Commodity,Canada,TORONTO STOCK EXCHANGE,Canada,F000003UU8,Exchange-Traded Fund,BBG000N38G30
HGY,CA44050F1036,44050F103,Horizons Gold Yield ETF Comm,Commodities,Commodities Broad Basket,Canada Fund Commodity,Canada,TORONTO STOCK EXCHANGE,Canada,F00000NS3I,Exchange-Traded Fund,BBG0018BZ9V2
INOC,CA44054E1025,44054E102,Horizons Inovestor Canadian Eq ETF,Equity,Canadian Equity Large Cap,Canada Fund Canadian Equity,Canada,TORONTO STOCK EXCHANGE,Canada,F00000ZQHG,Exchange-Traded Fund,BBG00J6PJZN3
HXDM,CA44053N1033,44053N103,Horizons Intl Developed Markets Eq ETF,Equity,Global Equity,Canada Fund International Equity,Canada,TORONTO STOCK EXCHANGE,Canada,F00000ZJMW,Exchange-Traded Fund,
HXDM.U,CA44053N1033,44053N103,Horizons Intl Developed Markets Eq ETF,Equity,Global Equity,Canada Fund International Equity,Canada,TORONTO STOCK EXCHANGE,Canada,0P0001BP5U,Exchange-Traded Fund,
HGM,CA44052V1067,44052V106,Horizons Managed Global Opp ETF E,Allocation,Flexible Allocation,Canada CE Tactical Balanced,Canada,TORONTO STOCK EXCHANGE,Canada,F00000W8IQ,Exchange-Traded Fund,BBG009W9NDX5
HMMJ,CA44054J1012,44054J101,Horizons Marijuana Life Sciences ETF,Equity,Other Equity,Canada Fund Sector Equity,Canada,TORONTO STOCK EXCHANGE,Canada,F00000YRKB,Exchange-Traded Fund,
HMMJ.U,CA44054J1012,44054J101,Horizons Marijuana Life Sciences ETF,Equity,Other Equity,Canada Fund Sector Equity,Canada,TORONTO STOCK EXCHANGE,Canada,0P0001B2RT,Exchange-Traded Fund,
HHF,CA44050W1068,44050W106,Horizons Morningstar Hedge Fund ETF Comm,Alternative,Other Alternative,Canada Fund Alternative Strategies,Canada,TORONTO STOCK EXCHANGE,Canada,F00000O6VS,Exchange-Traded Fund,BBG002Y1M4L9
HXQ,CA44053P1080,44053P108,Horizons NASDAQ-100‘ ETF,Equity,US Equity Large Cap Blend,Canada Fund US Equity,Canada,TORONTO STOCK EXCHANGE,Canada,0P00017UZJ,Exchange-Traded Fund,
HXQ.U,CA44053P1080,44053P108,Horizons NASDAQ-100‘ ETF,Equity,US Equity Large Cap Blend,Canada Fund US Equity,Canada,TORONTO STOCK EXCHANGE,Canada,F00000X463,Exchange-Traded Fund,
HUN,CA44054K1084,44054K108,Horizons Natural Gas ETF,Commodities,Commodities Broad Basket,Canada Fund Commodity,Canada,TORONTO STOCK EXCHANGE,Canada,F000003UUB,Exchange-Traded Fund,
HNY,CA44050R3053,44050R305,Horizons Natural Gas Yield ETF Comm,Commodities,Commodities Broad Basket,Canada Fund Commodity,Canada,TORONTO STOCK EXCHANGE,Canada,F00000NUGQ,Exchange-Traded Fund,
RBOT.U,CA44053Q1063,44053Q106,Horizons Robotics and Automation ETF,Equity,Other Sector Equity,Canada Fund Sector Equity,Canada,TORONTO STOCK EXCHANGE,Canada,0P0001D7IA,Exchange-Traded Fund,
RBOT,CA44053Q1063,44053Q106,Horizons Robotics and Automation ETF,Equity,Other Sector Equity,Canada Fund Sector Equity,Canada,TORONTO STOCK EXCHANGE,Canada,F00000ZSKN,Exchange-Traded Fund,
HSH,CA44053X1015,44053X101,Horizons S&P 500 CAD Hedged ETF,Equity,US Equity Large Cap Blend,Canada Fund US Equity,Canada,TORONTO STOCK EXCHANGE,Canada,F00000XO74,Exchange-Traded Fund,BBG00DT1P4L8
HXS,CA44051U2083,44051U208,Horizons S&P 500 ETF,Equity,US Equity Large Cap Blend,Canada Fund US Equity,Canada,TORONTO STOCK EXCHANGE,Canada,F00000LL1O,Exchange-Traded Fund,
HXS.U,CA44051U2083,44051U208,Horizons S&P 500 ETF,Equity,US Equity Large Cap Blend,Canada Fund US Equity,Canada,TORONTO STOCK EXCHANGE,Canada,0P0000YYDA,Exchange-Traded Fund,
HEW,CA44050G1019,44050G101,Horizons S&P/TSX 60 Equal Weight ETF,Equity,Canadian Equity Large Cap,Canada Fund Canadian Equity,Canada,TORONTO STOCK EXCHANGE,Canada,F00000J8CL,Exchange-Traded Fund,BBG000BC6P71
HXT,CA44049A1241,44049A124,Horizons S&P/TSX 60 ETF,Equity,Canadian Equity Large Cap,Canada Fund Canadian Equity,Canada,TORONTO STOCK EXCHANGE,Canada,F00000JRO9,Exchange-Traded Fund,
HXT.U,CA44049A1241,44049A124,Horizons S&P/TSX 60 ETF,Equity,Canadian Equity Large Cap,Canada Fund Canadian Equity,Canada,TORONTO STOCK EXCHANGE,Canada,0P0000YYDC,Exchange-Traded Fund,
HXE,CA44044S1048,44044S104,Horizons S&P/TSX Capped Energy ETF,Equity,Natural Resources Sector Equity,Canada Fund Natural Resources Equity,Canada,TORONTO STOCK EXCHANGE,Canada,F00000QFNJ,Exchange-Traded Fund,BBG0058R1838
HXF,CA44045S1039,44045S103,Horizons S&P/TSX Capped Financials ETF,Equity,Financials Sector Equity,Canada Fund Financial Services Equity,Canada,TORONTO STOCK EXCHANGE,Canada,F00000QFNK,Exchange-Traded Fund,BBG0058R19H1
HAC,CA44049U1049,44049U104,Horizons Seasonal Rotation ETF Comm,Alternative,Other Alternative,Canada Fund Alternative Strategies,Canada,TORONTO STOCK EXCHANGE,Canada,F000005IRP,Exchange-Traded Fund,BBG000PWY726
HUZ,CA44054A1003,44054A100,Horizons Silver ETF,Commodities,Commodities Broad Basket,Canada Fund Commodity,Canada,TORONTO STOCK EXCHANGE,Canada,F000003UU9,Exchange-Traded Fund,
HTB,CA44052Q1072,44052Q107,Horizons US 7-10 Year Treasury Bond ETF,Fixed Income,Global Fixed Income,Canada Fund Global Fixed Income,Canada,TORONTO STOCK EXCHANGE,Canada,0P00015QU1,Exchange-Traded Fund,
HTB.U,CA44052Q1072,44052Q107,Horizons US 7-10 Year Treasury Bond ETF,Fixed Income,Global Fixed Income,Canada Fund Global Fixed Income,Canada,TORONTO STOCK EXCHANGE,Canada,F00000VMRG,Exchange-Traded Fund,
HTH,CA44053M1059,44053M105,Horizons US 7-10 Year Trs Bd CAD H ETF,Fixed Income,Global Fixed Income,Canada Fund Global Fixed Income,Canada,TORONTO STOCK EXCHANGE,Canada,F00000XO75,Exchange-Traded Fund,BBG00DT1NZ13
DLR,CA44049C4011,44049C401,Horizons US Dollar Currency ETF,Miscellaneous,Miscellaneous,Canada Fund Miscellaneous - Other,Canada,TORONTO STOCK EXCHANGE,Canada,0P0000SX4K,Exchange-Traded Fund,
DLR.U,CA44049C4011,44049C401,Horizons US Dollar Currency ETF,Miscellaneous,Miscellaneous,Canada Fund Miscellaneous - Other,Canada,TORONTO STOCK EXCHANGE,Canada,F00000MCSM,Exchange-Traded Fund,
PIB,CA46140J1021,46140J102,Invesco 1-10 Yr Lad Invmt Gr Corp Bd ETF,Fixed Income,Canada Fixed Income,Canada Fund Canadian Corporate Fixed Income,Canada,AEQUITAS NEO EXCHANGE,Canada,F00000ZF9F,Exchange-Traded Fund,BBG00HL5TV43
PFL,CA46140U1075,46140U107,Invesco 1-3 Year Laddered Fl Rt Note ETF,Fixed Income,Canada Fixed Income,Canada Fund Canadian Short Term Fixed Income,Canada,TORONTO STOCK EXCHANGE,Canada,F00000TWGZ,Exchange-Traded Fund,BBG006TM1KY3
PGB,CA46140V1058,46140V105,Invesco 1-5 Year Laddered All GovtBd ETF,Fixed Income,Canada Fixed Income,Canada Fund Canadian Short Term Fixed Income,Canada,AEQUITAS NEO EXCHANGE,Canada,F0000106GU,Exchange-Traded Fund,BBG00K66QP65
PSB,CA46138N1078,46138N107,Invesco 1-5 Yr Lad Invmt Gr Corp Bd ETF,Fixed Income,Canada Fixed Income,Canada Fund Canadian Short Term Fixed Income,Canada,TORONTO STOCK EXCHANGE,Canada,F00000ML32,Exchange-Traded Fund,BBG001R080P1
PDC,CA46141H1055,46141H105,Invesco Canadian Dividend ETF,Equity,Canadian Equity Large Cap,Canada Fund Canadian Dividend & Income Equity,Canada,TORONTO STOCK EXCHANGE,Canada,F00000ML34,Exchange-Traded Fund,BBG001R24883
PPS,CA46138Q1000,46138Q100,Invesco Canadian Preferred Share ETF,Fixed Income,Canada Fixed Income,Canada Fund Preferred Share Fixed Income,Canada,TORONTO STOCK EXCHANGE,Canada,F00000ML36,Exchange-Traded Fund,BBG001R24CW7
DWG,CA46140P1080,46140P108,Invesco DWA Global Momentum ETF CAD,Equity,Global Equity,Canada Fund Global Equity,Canada,AEQUITAS NEO EXCHANGE,Canada,F00000X1EV,Exchange-Traded Fund,BBG00CFY5DZ0
DWG.F,CA46140P2070,46140P207,Invesco DWA Global Momentum ETF CAD H,Equity,Global Equity,Canada Fund Global Equity,Canada,AEQUITAS NEO EXCHANGE,Canada,F00000YR8Q,Exchange-Traded Fund,BBG00FWYBN85
DWG.U,CA46140P3060,46140P306,Invesco DWA Global Momentum ETF USD,Equity,Global Equity,Canada Fund Global Equity,Canada,AEQUITAS NEO EXCHANGE,Canada,F00000YR8O,Exchange-Traded Fund,BBG00FWY9NS6
PXC,CA46140K1093,46140K109,Invesco FTSE RAFI Canadian ETF,Equity,Canadian Equity Large Cap,Canada Fund Canadian Equity,Canada,TORONTO STOCK EXCHANGE,Canada,F00000NNQP,Exchange-Traded Fund,BBG002G0WWL8
PZC,CA46140M1059,46140M105,Invesco FTSE RAFI Canadian Small-Mid ETF,Equity,Canadian Equity Mid/Small Cap,Canada Fund Canadian Small/Mid Cap Equity,Canada,TORONTO STOCK EXCHANGE,Canada,F00000VOJI,Exchange-Traded Fund,BBG008H04J98
PZW,CA46140D1050,46140D105,Invesco FTSE RAFI Global Sm-Md ETF CAD,Equity,Global Equity Mid/Small Cap,Canada Fund Global Small/Mid Cap Equity,Canada,TORONTO STOCK EXCHANGE,Canada,F00000VS2V,Exchange-Traded Fund,BBG008MWF2Z8
PZW.F,CA46140D3031,46140D303,Invesco FTSE RAFI Global Sm-Md ETF CAD H,Equity,Global Equity Mid/Small Cap,Canada Fund Global Small/Mid Cap Equity,Canada,TORONTO STOCK EXCHANGE,Canada,F0000102AG,Exchange-Traded Fund,BBG00JWQC3W0
