Ticker,ISIN,CUSIP,Name,Global Broad Category Group,Global Category,Morningstar Category,Domicile,Exchange,Exchange Country,SecId,Investment Type,Figi
XCD,CA46434P1036,46434P103,iShares S&P Global Cnsmr Discr ETF CADH,Equity,Other Equity,Canada Fund Sector Equity,Canada,TORONTO STOCK EXCHANGE,Canada,F00000PXY3,Exchange-Traded Fund,
XGI,CA46434Q1019,46434Q101,iShares S&P Global Industrials ETF CADH,Equity,Other Equity,Canada Fund Sector Equity,Canada,TORONTO STOCK EXCHANGE,Canada,F00000PXY4,Exchange-Traded Fund,
XMC,CA46435J1066,46435J106,iShares S&P US Mid-Cap ETF,Equity,US Equity Mid Cap,Canada Fund US Small/Mid Cap Equity,Canada,TORONTO STOCK EXCHANGE,Canada,F00000W5JI,Exchange-Traded Fund,BBG009RTSKX6
XMH,CA46435K1030,46435K103,iShares S&P US Mid-Cap ETF (CAD-Hedged),Equity,US Equity Mid Cap,Canada Fund US Small/Mid Cap Equity,Canada,TORONTO STOCK EXCHANGE,Canada,F00000W5JJ,Exchange-Traded Fund,BBG009RTS0P9
XIU,CA46428D1087,46428D108,iShares S&P/TSX 60 ETF,Equity,Canadian Equity Large Cap,Canada Fund Canadian Equity,Canada,TORONTO STOCK EXCHANGE,Canada,FOUSA06AYW,Exchange-Traded Fund,
XST,CA46431P1062,46431P106,iShares S&P/TSX Capped Cnsmr Stpls ETF,Equity,Other Equity,Canada Fund Sector Equity,Canada,TORONTO STOCK EXCHANGE,Canada,F00000MCO2,Exchange-Traded Fund,BBG001MN20L6
XEG,CA46428C1005,46428C100,iShares S&P/TSX Capped Energy ETF,Equity,Energy Sector Equity,Canada Fund Energy Equity,Canada,TORONTO STOCK EXCHANGE,Canada,FOUSA06AYY,Exchange-Traded Fund,
XFN,CA46431B1076,46431B107,iShares S&P/TSX Capped Financials ETF,Equity,Financials Sector Equity,Canada Fund Financial Services Equity,Canada,TORONTO STOCK EXCHANGE,Canada,FOUSA06AYZ,Exchange-Traded Fund,
XIT,CA46428N1069,46428N106,iShares S&P/TSX Capped Info Tech ETF,Equity,Other Equity,Canada Fund Sector Equity,Canada,TORONTO STOCK EXCHANGE,Canada,FOUSA06AZ2,Exchange-Traded Fund,BBG000D22BG6
XMA,CA46431E1016,46431E101,iShares S&P/TSX Capped Materials ETF,Equity,Natural Resources Sector Equity,Canada Fund Natural Resources Equity,Canada,TORONTO STOCK EXCHANGE,Canada,FOUSA06AZ3,Exchange-Traded Fund,
XRE,CA46431D1033,46431D103,iShares S&P/TSX Capped REIT ETF,Equity,Real Estate Sector Equity,Canada Fund Real Estate Equity,Canada,TORONTO STOCK EXCHANGE,Canada,FOUSA06AZ4,Exchange-Traded Fund,
XUT,CA46431M1032,46431M103,iShares S&P/TSX Capped Utilities ETF,Equity,Other Equity,Canada Fund Sector Equity,Canada,TORONTO STOCK EXCHANGE,Canada,F00000MCO1,Exchange-Traded Fund,BBG001MN1V39
CDZ,CA46433F1062,46433F106,iShares S&P/TSX Cdn Div Aristcr ETF Comm,Equity,Canadian Equity Large Cap,Canada Fund Canadian Dividend & Income Equity,Canada,TORONTO STOCK EXCHANGE,Canada,F0000000HW,Exchange-Traded Fund,
CPD,CA46431G2053,46431G205,iShares S&P/TSX Cdn Prefr Shr ETF Comm,Fixed Income,Canada Fixed Income,Canada Fund Preferred Share Fixed Income,Canada,TORONTO STOCK EXCHANGE,Canada,FOUSA06C3R,Exchange-Traded Fund,
XMD,CA46430H1055,46430H105,iShares S&P/TSX Completion ETF,Equity,Canadian Equity Mid/Small Cap,Canada Fund Canadian Small/Mid Cap Equity,Canada,TORONTO STOCK EXCHANGE,Canada,FOUSA06AZ5,Exchange-Traded Fund,
XEI,CA46431L1132,46431L113,iShares S&P/TSX Composite High Div ETF,Equity,Canadian Equity Large Cap,Canada Fund Canadian Dividend & Income Equity,Canada,TORONTO STOCK EXCHANGE,Canada,F00000MCO3,Exchange-Traded Fund,BBG001MN1VV8
XBM,CA46431T1084,46431T108,iShares S&P/TSX Global Base Metals ETF,Equity,Natural Resources Sector Equity,Canada Fund Natural Resources Equity,Canada,TORONTO STOCK EXCHANGE,Canada,F00000MCO0,Exchange-Traded Fund,BBG001MN1X71
XGD,CA46428M1086,46428M108,iShares S&P/TSX Global Gold ETF,Equity,Precious Metals Sector Equity,Canada Fund Precious Metals Equity,Canada,TORONTO STOCK EXCHANGE,Canada,FOUSA06AZ0,Exchange-Traded Fund,
XPF,CA46431J1003,46431J100,iShares S&P/TSX NA Prefr Stk ETF CADH,Fixed Income,Canada Fixed Income,Canada Fund Preferred Share Fixed Income,Canada,TORONTO STOCK EXCHANGE,Canada,F00000LJZL,Exchange-Traded Fund,BBG0019646B4
XCS,CA46428G2009,46428G200,iShares S&P/TSX Small Cap ETF,Equity,Canadian Equity Mid/Small Cap,Canada Fund Canadian Small/Mid Cap Equity,Canada,TORONTO STOCK EXCHANGE,Canada,FOUSA06IHP,Exchange-Traded Fund,BBG000RFDXY2
CSD,CA46430G4043,46430G404,iShares Short Dur Hi Inc ETF CADH Comm,Fixed Income,High Yield Fixed Income,Canada Fund High Yield Fixed Income,Canada,TORONTO STOCK EXCHANGE,Canada,F00000M1BE,Exchange-Traded Fund,BBG001K61XS7
XSQ,CA46435A1057,46435A105,iShares Short Term High Qual Cdn Bd ETF,Fixed Income,Canada Fixed Income,Canada Fund Canadian Short Term Fixed Income,Canada,TORONTO STOCK EXCHANGE,Canada,F00000TXG3,Exchange-Traded Fund,BBG006TM18H9
XSI,CA46435B1031,46435B103,iShares Short Term Strategic Fxd Inc ETF,Fixed Income,High Yield Fixed Income,Canada Fund High Yield Fixed Income,Canada,TORONTO STOCK EXCHANGE,Canada,F00000V9MT,Exchange-Traded Fund,BBG00801ZXG1
SVR,CA46434E1088,46434E108,iShares Silver Bullion ETF (CAD-Hedged),Commodities,Commodities Broad Basket,Canada Fund Commodity,Canada,TORONTO STOCK EXCHANGE,Canada,F00000P81V,Exchange-Traded Fund,
SVR.C,CA46434E1161,46434E116,iShares Silver Bullion ETF (Non-Hedged),Commodities,Commodities Broad Basket,Canada Fund Commodity,Canada,TORONTO STOCK EXCHANGE,Canada,F00000P81W,Exchange-Traded Fund,BBG000MGJ874
CUD,CA46433G1046,46433G104,iShares US Dividend Grwrs ETF CADH Comm,Equity,US Equity Large Cap Blend,Canada Fund US Equity,Canada,TORONTO STOCK EXCHANGE,Canada,F00000MVS1,Exchange-Traded Fund,BBG002293KS5
CLU,CA46433B2049,46433B204,iShares US Fundamental ETF (CAD-H) Comm,Equity,US Equity Large Cap Blend,Canada Fund US Equity,Canada,AEQUITAS NEO EXCHANGE,Canada,F0000000HY,Exchange-Traded Fund,BBG000BLX0W8
CLU.C,CA46433B1058,46433B105,iShares US Fundamental ETF Comm,Equity,US Equity Large Cap Blend,Canada Fund US Equity,Canada,AEQUITAS NEO EXCHANGE,Canada,F000002Q27,Exchange-Traded Fund,BBG000VG7KS7
XHU,CA46434Y1043,46434Y104,iShares US High Dividend Equity ETF,Equity,US Equity Large Cap Blend,Canada Fund US Equity,Canada,TORONTO STOCK EXCHANGE,Canada,F00000VCVM,Exchange-Traded Fund,BBG0083Y02K7
XHD,CA46434B1040,46434B104,iShares US High Dividend Equity ETF CADH,Equity,US Equity Large Cap Blend,Canada Fund US Equity,Canada,TORONTO STOCK EXCHANGE,Canada,F00000OP7A,Exchange-Traded Fund,BBG0039D22D4
XHY,CA46430D1042,46430D104,iShares US High Yield Bond ETF CADH,Fixed Income,High Yield Fixed Income,Canada Fund High Yield Fixed Income,Canada,TORONTO STOCK EXCHANGE,Canada,F000005PNJ,Exchange-Traded Fund,
CHB,CA46432G1054,46432G105,iShares US High Yield FI ETF CADH Comm,Fixed Income,High Yield Fixed Income,Canada Fund High Yield Fixed Income,Canada,TORONTO STOCK EXCHANGE,Canada,F000005NUI,Exchange-Traded Fund,BBG000Q53CT8
XIG,CA46429Q1081,46429Q108,iShares US IG Corporate Bond ETF CADH,Fixed Income,Global Fixed Income,Canada Fund Global Corporate Fixed Income,Canada,TORONTO STOCK EXCHANGE,Canada,F000005PNI,Exchange-Traded Fund,BBG000Q81XY2
XSU,CA46430R2028,46430R202,iShares US Small Cap ETF (CAD-Hedged),Equity,US Equity Mid Cap,Canada Fund US Small/Mid Cap Equity,Canada,TORONTO STOCK EXCHANGE,Canada,FOUSA06IHQ,Exchange-Traded Fund,BBG000RFDSL7
PR,CA5523741000,552374100,Lysander-Slater Preferred Share ActivETF,Fixed Income,Canada Fixed Income,Canada Fund Preferred Share Fixed Income,Canada,TORONTO STOCK EXCHANGE,Canada,F00000W7DK,Exchange-Traded Fund,BBG009SYFVR1
QBB,,55452S105,Mackenzie Canadian Aggregate Bond ETF,Fixed Income,Canada Fixed Income,Canada Fund Canadian Fixed Income,Canada,TORONTO STOCK EXCHANGE,Canada,F0000102AJ,Exchange-Traded Fund,BBG00JSLR4B1
QCB,,55454A102,Mackenzie Canadian All Corporate Bd ETF,Fixed Income,Canada Fixed Income,Canada Fund Canadian Corporate Fixed Income,Canada,AEQUITAS NEO EXCHANGE,Canada,F0000102CE,Exchange-Traded Fund,BBG00JSLR680
QCN,CA55453U1093,55453U109,Mackenzie Canadian Equity ETF,Equity,Canadian Equity Large Cap,Canada Fund Canadian Equity,Canada,TORONTO STOCK EXCHANGE,Canada,F0000101W3,Exchange-Traded Fund,BBG00JSLQYW3
QCE,CA55454W1041,55454W104,Mackenzie Canadian Large Cap Equity ETF,Equity,Canadian Equity Large Cap,Canada Fund Canadian Equity,Canada,TORONTO STOCK EXCHANGE,Canada,F0000101W1,Exchange-Traded Fund,BBG00JSLQXJ0
MCSB,CA55452Q1090,55452Q109,Mackenzie Canadian S/T Fxd Inc ETF,Fixed Income,Canada Fixed Income,Canada Fund Canadian Short Term Fixed Income,Canada,TORONTO STOCK EXCHANGE,Canada,F00000ZS2J,Exchange-Traded Fund,BBG00JB5M0T8
MCSB,CA55452Q1090,55452Q109,Mackenzie Canadian S/T Fxd Inc ETF,Fixed Income,Canada Fixed Income,Canada Fund Canadian Short Term Fixed Income,Canada,AEQUITAS NEO EXCHANGE,Canada,0P0001C9SA,Exchange-Traded Fund,BBG00JB5M0T8
QSB,,55453K101,Mackenzie Canadian Short-Term Bond ETF,Fixed Income,Canada Fixed Income,Canada Fund Canadian Short Term Fixed Income,Canada,TORONTO STOCK EXCHANGE,Canada,F0000102AL,Exchange-Traded Fund,BBG00JSLR5B8
QCH,CA55454U1084,55454U108,Mackenzie China A-Shares CSI 300 ETF,Equity,Greater China Equity,Canada Fund Greater China Equity,Canada,AEQUITAS NEO EXCHANGE,Canada,F0000102ID,Exchange-Traded Fund,BBG00JSLQSR2
MKB,CA55452R1073,55452R107,Mackenzie Core Plus Cdn Fxd Inc ETF,Fixed Income,Canada Fixed Income,Canada Fund Canadian Fixed Income,Canada,TORONTO STOCK EXCHANGE,Canada,F00000X486,Exchange-Traded Fund,BBG00CP9N2F0
MGB,CA55452P1018,55452P101,Mackenzie Core Plus Glbl Fxd Inc ETF,Fixed Income,Global Fixed Income,Canada Fund Global Fixed Income,Canada,TORONTO STOCK EXCHANGE,Canada,F00000X487,Exchange-Traded Fund,BBG00CP9N6D3
MFT,CA55453X1033,55453X103,Mackenzie Floating Rate Income ETF,Fixed Income,Canada Fixed Income,Canada Fund Floating Rate Loans,Canada,TORONTO STOCK EXCHANGE,Canada,F00000X488,Exchange-Traded Fund,BBG00CP9N4J2
MHYB,CA55454M1068,55454M106,Mackenzie Global Hi Yld Fxd Inc ETF,Fixed Income,High Yield Fixed Income,Canada Fund High Yield Fixed Income,Canada,AEQUITAS NEO EXCHANGE,Canada,F00000Z2R6,Exchange-Traded Fund,BBG00GKHZGS0
MWMN,CA55455D1050,55455D105,Mackenzie Global Leadership Impact ETF,Equity,Global Equity Large Cap,Canada Fund Global Equity,Canada,AEQUITAS NEO EXCHANGE,Canada,0P0001CA4B,Exchange-Traded Fund,BBG00JBB5G64
MWMN,CA55455D1050,55455D105,Mackenzie Global Leadership Impact ETF,Equity,Global Equity Large Cap,Canada Fund Global Equity,Canada,TORONTO STOCK EXCHANGE,Canada,F00000ZSK5,Exchange-Traded Fund,BBG00JBB5G64
QDX,CA55455T1003,55455T100,Mackenzie International Equity ETF,Equity,Global Equity Large Cap,Canada Fund International Equity,Canada,TORONTO STOCK EXCHANGE,Canada,F0000101W4,Exchange-Traded Fund,BBG00JSLR261
QDXH,,55455Y109,Mackenzie International Equity ETF CAD H,Equity,Global Equity Large Cap,Canada Fund International Equity,Canada,TORONTO STOCK EXCHANGE,Canada,F0000102AH,Exchange-Traded Fund,BBG00JSLR3B3
MIVG,CA55454E1043,55454E104,Mackenzie Ivy Global Equity ETF,Equity,Global Equity Large Cap,Canada Fund Global Equity,Canada,TORONTO STOCK EXCHANGE,Canada,F00000ZS2L,Exchange-Traded Fund,BBG00JB5PPX5
MIVG,CA55454E1043,55454E104,Mackenzie Ivy Global Equity ETF,Equity,Global Equity Large Cap,Canada Fund Global Equity,Canada,AEQUITAS NEO EXCHANGE,Canada,0P0001C9SC,Exchange-Traded Fund,BBG00JB5PPX5
MXU,CA55454L1085,55454L108,Mackenzie Max Divers All WldDev exNA ETF,Equity,Global Equity,Canada Fund International Equity,Canada,TORONTO STOCK EXCHANGE,Canada,F00000XGR1,Exchange-Traded Fund,BBG00DR7NJ36
MWD,CA55453N1050,55453N105,Mackenzie Maximum Divers All Wld Dev ETF,Equity,Global Equity,Canada Fund Global Equity,Canada,TORONTO STOCK EXCHANGE,Canada,F00000XGR5,Exchange-Traded Fund,BBG00DR7NL68
MKC,CA55453L1094,55453L109,Mackenzie Maximum Divers Can ETF,Equity,Canadian Equity Large Cap,Canada Fund Canadian Equity,Canada,TORONTO STOCK EXCHANGE,Canada,F00000XGR6,Exchange-Traded Fund,BBG00D3JWVL9
MEU,CA55453P1009,55453P100,Mackenzie Maximum Divers Dev Eurp ETF,Equity,Europe Equity Large Cap,Canada Fund European Equity,Canada,TORONTO STOCK EXCHANGE,Canada,F00000XGRH,Exchange-Traded Fund,BBG00DR7NQC0
MEE,CA55453Q1081,55453Q108,Mackenzie Maximum Divers Emerg Mkts ETF,Equity,Emerging Markets Equity,Canada Fund Emerging Markets Equity,Canada,TORONTO STOCK EXCHANGE,Canada,F00000XGRJ,Exchange-Traded Fund,BBG00FS7VX30
MUS,CA55453M1077,55453M107,Mackenzie Maximum Diversification US ETF,Equity,US Equity Large Cap Blend,Canada Fund US Equity,Canada,TORONTO STOCK EXCHANGE,Canada,F00000XGRK,Exchange-Traded Fund,BBG00D3JVTS8
MPCF,CA55454D1069,55454D106,Mackenzie Portfolio Completion ETF,Allocation,Moderate Allocation,Canada Fund Global Neutral Balanced,Canada,AEQUITAS NEO EXCHANGE,Canada,0P0001C9SB,Exchange-Traded Fund,BBG00JB5NQM7
MPCF,CA55454D1069,55454D106,Mackenzie Portfolio Completion ETF,Allocation,Moderate Allocation,Canada Fund Global Neutral Balanced,Canada,TORONTO STOCK EXCHANGE,Canada,F00000ZS2K,Exchange-Traded Fund,BBG00JB5NQM7
MUB,CA55454N1042,55454N104,Mackenzie Unconstrained Bond ETF,Fixed Income,High Yield Fixed Income,Canada Fund High Yield Fixed Income,Canada,TORONTO STOCK EXCHANGE,Canada,F00000X489,Exchange-Traded Fund,BBG00CP9N3K2
QHY,CA55455K1093,55455K109,Mackenzie US High Yield Bond ETF CAD Hdg,Fixed Income,High Yield Fixed Income,Canada Fund High Yield Fixed Income,Canada,TORONTO STOCK EXCHANGE,Canada,F0000101W2,Exchange-Traded Fund,BBG00JSLRB07
QUIG,,55455H106,Mackenzie US Invmt Grd Corp Bd ETF CAD H,Fixed Income,Canada Fixed Income,Canada Fund Global Fixed Income,Canada,TORONTO STOCK EXCHANGE,Canada,F0000102AK,Exchange-Traded Fund,BBG00JSLR920
QUU,CA55454T1012,55454T101,Mackenzie US Large Cap Equity ETF,Equity,US Equity Large Cap Blend,Canada Fund US Equity,Canada,TORONTO STOCK EXCHANGE,Canada,F0000101W5,Exchange-Traded Fund,BBG00JSLQZY8
QAH,,55455M105,Mackenzie US Large Cap Equity ETF CAD H,Equity,US Equity Large Cap Blend,Canada Fund US Equity,Canada,TORONTO STOCK EXCHANGE,Canada,F0000102AI,Exchange-Traded Fund,BBG00JSLR154
QTIP,,55456B108,Mackenzie US TIPS ETF (CAD-Hedged),Fixed Income,Global Fixed Income,Canada Fund Global Fixed Income,Canada,AEQUITAS NEO EXCHANGE,Canada,F0000102CD,Exchange-Traded Fund,BBG00JSLR840
MCLC,CA56502H1073,56502H107,Manulife Multifactor CA Lrg Cap ETF,Equity,Canadian Equity Large Cap,Canada Fund Canadian Equity,Canada,TORONTO STOCK EXCHANGE,Canada,F00000YWCC,Exchange-Traded Fund,BBG00GFSWJG2
MCSM,CA56502P2089,56502P208,Manulife Multifactor CA SMID Cap ETF,Equity,Canadian Equity Mid/Small Cap,Canada Fund Canadian Small/Mid Cap Equity,Canada,TORONTO STOCK EXCHANGE,Canada,F00000ZVVW,Exchange-Traded Fund,BBG00JC90PY2
MINT,CA56502M1068,56502M106,Manulife Multifactor Dev Intll ETF H,Equity,Global Equity,Canada Fund International Equity,Canada,TORONTO STOCK EXCHANGE,Canada,F00000YWCD,Exchange-Traded Fund,BBG00GFSWSY2
MINT.B,CA56502M2058,56502M205,Manulife Multifactor Dev Intll ETF UnH,Equity,Global Equity,Canada Fund International Equity,Canada,TORONTO STOCK EXCHANGE,Canada,F00000YWCE,Exchange-Traded Fund,BBG00GFSWTW2
MULC,CA56502J1113,56502J111,Manulife Multifactor US Lrg Cap ETF H,Equity,US Equity Large Cap Blend,Canada Fund US Equity,Canada,TORONTO STOCK EXCHANGE,Canada,F00000YWCF,Exchange-Traded Fund,BBG00GFSVH13
MULC.B,CA56502J1030,56502J103,Manulife Multifactor US Lrg Cap ETF UnH,Equity,US Equity Large Cap Blend,Canada Fund US Equity,Canada,TORONTO STOCK EXCHANGE,Canada,F00000YWCG,Exchange-Traded Fund,BBG00GFSVLJ5
MUMC,CA56502K2092,56502K209,Manulife Multifactor US Mid Cap ETF H,Equity,US Equity Large Cap Blend,Canada Fund US Equity,Canada,TORONTO STOCK EXCHANGE,Canada,F00000YWCH,Exchange-Traded Fund,BBG00GFSWN91
MUMC.B,CA56502K1003,56502K100,Manulife Multifactor US Mid Cap ETF UnH,Equity,US Equity Large Cap Blend,Canada Fund US Equity,Canada,TORONTO STOCK EXCHANGE,Canada,F00000YWCI,Exchange-Traded Fund,BBG00GFSWPX9
MUSC,CA56502T1012,56502T101,Manulife Multifactor US Sm Cp ETF H,Equity,US Equity Mid Cap,Canada Fund US Small/Mid Cap Equity,Canada,TORONTO STOCK EXCHANGE,Canada,F00000ZVVX,Exchange-Traded Fund,BBG00JC90QX1
MUSC.B,CA56502T2002,56502T200,Manulife Multifactor US Sm Cp ETF UnH,Equity,US Equity Mid Cap,Canada Fund US Small/Mid Cap Equity,Canada,TORONTO STOCK EXCHANGE,Canada,F00000ZVVY,Exchange-Traded Fund,BBG00JC90RV1
ONEQ,CA68236D1042,68236D104,ONE Global Equity ETF,Equity,Global Equity,Canada Fund Global Equity,Canada,TORONTO STOCK EXCHANGE,Canada,F00000WCZH,Exchange-Traded Fund,BBG00B2ZXR63
IGCF,CA72203B1094,72203B109,PIMCO Inv Grd Crdt Sr ETF,Fixed Income,Global Fixed Income,Canada Fund Global Corporate Fixed Income,Canada,TORONTO STOCK EXCHANGE,Canada,F00000ZIR4,Exchange-Traded Fund,BBG00HVKTGR7
PMIF,,72203R104,PIMCO Monthly Income ETF,Fixed Income,Global Fixed Income,Canada Fund Global Fixed Income,Canada,TORONTO STOCK EXCHANGE,Canada,F00000ZIR3,Exchange-Traded Fund,BBG00HVKVR81
BHAV,CA74642A1066,74642A106,Purpose Behavioural Opportunities ETF,Equity,Canadian Equity Large Cap,Canada Fund North American Equity,Canada,AEQUITAS NEO EXCHANGE,Canada,F000010JC5,Exchange-Traded Fund,BBG00JRRHTW2
PBI,CA74640J1093,74640J109,Purpose Best Ideas ETF,Equity,US Equity Large Cap Blend,Canada Fund North American Equity,Canada,TORONTO STOCK EXCHANGE,Canada,F00000T8TR,Exchange-Traded Fund,BBG006F3NHN5
PBI.B,CA74640J2083,74640J208,Purpose Best Ideas ETF (N-C Hdg),Equity,US Equity Large Cap Blend,Canada Fund North American Equity,Canada,TORONTO STOCK EXCHANGE,Canada,F00000VOSR,Exchange-Traded Fund,
BNC,CA74641F1062,74641F106,Purpose Canadian Financial Income ETF,Equity,Canadian Equity Large Cap,Canada Fund Canadian Equity,Canada,TORONTO STOCK EXCHANGE,Canada,F00000XYBR,Exchange-Traded Fund,BBG00F32Q090
RPS,CA74642D1006,74642D100,Purpose Canadian Preferred Share ETF,Fixed Income,Canada Fixed Income,Canada Fund Preferred Share Fixed Income,Canada,AEQUITAS NEO EXCHANGE,Canada,F00000YMD9,Exchange-Traded Fund,BBG00FRM6RX6
PRP,CA74641W1095,74641W109,Purpose Conservative Income ETF,Allocation,Moderate Allocation,Canada Fund Global Neutral Balanced,Canada,TORONTO STOCK EXCHANGE,Canada,F00000XYBQ,Exchange-Traded Fund,BBG00F32RGM9
PDF,CA74639Y1097,74639Y109,Purpose Core Dividend ETF,Equity,US Equity Large Cap Blend,Canada Fund North American Equity,Canada,TORONTO STOCK EXCHANGE,Canada,F00000QEQB,Exchange-Traded Fund,
RDE,CA74642L1022,74642L102,Purpose Core Equity Income ETF,Equity,Canadian Equity Large Cap,Canada Fund Canadian Dividend & Income Equity,Canada,AEQUITAS NEO EXCHANGE,Canada,F00000Z0K5,Exchange-Traded Fund,BBG00GQVR3C8
PRA,CA74639Y4067,74639Y406,Purpose Diversified Real Asset ETF,Alternative,Other Alternative,Canada Fund Miscellaneous - Income and Real Property,Canada,TORONTO STOCK EXCHANGE,Canada,F00000QEQE,Exchange-Traded Fund,
PHR,CA74640L1040,74640L104,Purpose Duration Hedged Real Estate ETF,Equity,Real Estate Sector Equity,Canada Fund Real Estate Equity,Canada,TORONTO STOCK EXCHANGE,Canada,F00000T8TS,Exchange-Traded Fund,
REM,CA74641E1097,74641E109,Purpose Emerging Markets Dividend ETF,Equity,Emerging Markets Equity,Canada Fund Emerging Markets Equity,Canada,AEQUITAS NEO EXCHANGE,Canada,F00000ZF1C,Exchange-Traded Fund,BBG00FRM6TY1
PDIV,CA74640V1022,74640V102,Purpose Enhanced Dividend ETF,Equity,US Equity Large Cap Blend,Canada Fund North American Equity,Canada,TORONTO STOCK EXCHANGE,Canada,F00000ZYFU,Exchange-Traded Fund,BBG00JMZDCS5
PEU,CA74640G2045,74640G204,Purpose Enhanced US Equity ETF,Alternative,Other Alternative,Canada Fund Alternative Strategies,Canada,TORONTO STOCK EXCHANGE,Canada,F00000UKPS,Exchange-Traded Fund,BBG0079Q0WF0
PEU.B,CA74640G1054,74640G105,Purpose Enhanced US Equity ETF (N-C Hdg),Alternative,Other Alternative,Canada Fund Alternative Strategies,Canada,TORONTO STOCK EXCHANGE,Canada,F00000UKPT,Exchange-Traded Fund,
FLOT.U,,74642Q200,Purpose Floating Rate Income ETF non-ccy,,,,Canada,TORONTO STOCK EXCHANGE,Canada,F000010VWJ,Exchange-Traded Fund,BBG001R3LGK0
FLOT,CA74642Q1019,74642Q101,Purpose Floating Rate Income ETF Units,,,,Canada,TORONTO STOCK EXCHANGE,Canada,F000010VWI,Exchange-Traded Fund,BBG001NVW9W3
FLOT.B,,74642Q309,Purpose Floating Rt Inc ETF Non-ccy HCAD,,,,Canada,TORONTO STOCK EXCHANGE,Canada,F000010VZI,Exchange-Traded Fund,BBG00LMYVTZ8
PFG,,,Purpose Global Financials Income,,,,Canada,TORONTO STOCK EXCHANGE,Canada,F000010RAU,Exchange-Traded Fund,
PINV,CA74641A1075,74641A107,Purpose Global Innovators ETF,Equity,US Equity Large Cap Blend,Canada Fund North American Equity,Canada,TORONTO STOCK EXCHANGE,Canada,F000010BY9,Exchange-Traded Fund,BBG00KHHCBY4
PSA,CA74640A1084,74640A108,Purpose High Interest Savings ETF,Money Market,Canada Money Market,Canada Fund Canadian Money Market,Canada,TORONTO STOCK EXCHANGE,Canada,F00000QK0A,Exchange-Traded Fund,BBG005DLRGG5
PID,CA74640N1006,74640N100,Purpose International Dividend ETF,Equity,Global Equity,Canada Fund International Equity,Canada,TORONTO STOCK EXCHANGE,Canada,F00000VPXS,Exchange-Traded Fund,
PHW,CA74640P1053,74640P105,Purpose International Tact Hdg Eq ETF,Alternative,Other Alternative,Canada Fund Alternative Strategies,Canada,TORONTO STOCK EXCHANGE,Canada,F00000VPXT,Exchange-Traded Fund,
IGB,,74641Q102,Purpose Managed Dur Invmt Grd Bd ETF,Fixed Income,High Yield Fixed Income,Canada Fund High Yield Fixed Income,Canada,TORONTO STOCK EXCHANGE,Canada,F000010BY8,Exchange-Traded Fund,
MJJ,CA74641T1066,74641T106,Purpose Marijuana Opportunities ETF,Equity,Other Sector Equity,Canada Fund Sector Equity,Canada,AEQUITAS NEO EXCHANGE,Canada,F00001032A,Exchange-Traded Fund,
PIN,CA74639Y3077,74639Y307,Purpose Monthly Income ETF,Allocation,Moderate Allocation,Canada Fund Global Neutral Balanced,Canada,TORONTO STOCK EXCHANGE,Canada,F00000QEQF,Exchange-Traded Fund,
PINC,CA74641M1014,74641M101,Purpose Multi-Asset Income ETF,Allocation,Moderate Allocation,Canada Fund Global Neutral Balanced,Canada,TORONTO STOCK EXCHANGE,Canada,F000010BYB,Exchange-Traded Fund,
PMM,CA74640H1038,74640H103,Purpose Multi-Strategy Market Netrl ETF,Alternative,Other Alternative,Canada Fund Alternative Strategies,Canada,TORONTO STOCK EXCHANGE,Canada,F00000UKPU,Exchange-Traded Fund,
PYF,CA74641L1031,74641L103,Purpose Premium Yield ETF,Alternative,Other Alternative,Canada Fund Miscellaneous - Income and Real Property,Canada,TORONTO STOCK EXCHANGE,Canada,F00000WS3H,Exchange-Traded Fund,BBG00BWQHFV6
SBND,CA74640T1075,74640T107,Purpose Short Duration Tactical Bond ETF,Fixed Income,Canada Fixed Income,Canada Fund Canadian Short Term Fixed Income,Canada,TORONTO STOCK EXCHANGE,Canada,F00000Z1XT,Exchange-Traded Fund,BBG00GW2G131
SYLD,CA74641N1096,74641N109,Purpose Strategic Yield ETF,Fixed Income,High Yield Fixed Income,Canada Fund High Yield Fixed Income,Canada,TORONTO STOCK EXCHANGE,Canada,F000010BYA,Exchange-Traded Fund,BBG00KHHCDN2
RTA,CA74642G1037,74642G103,Purpose Tactical Asset Allocation ETF,Equity,Global Equity Large Cap,Canada Fund Global Equity,Canada,AEQUITAS NEO EXCHANGE,Canada,F00000Z0K6,Exchange-Traded Fund,BBG00GQVR6V0
PHE.B,CA74640M1023,74640M102,Purpose Tactical Hedged Eq ETF (N-C Hdg),Alternative,Other Alternative,Canada Fund Alternative Strategies,Canada,TORONTO STOCK EXCHANGE,Canada,F00000T8TT,Exchange-Traded Fund,
PHE,CA74639Y2087,74639Y208,Purpose Tactical Hedged Equity ETF,Alternative,Other Alternative,Canada Fund Alternative Strategies,Canada,TORONTO STOCK EXCHANGE,Canada,F00000QEQC,Exchange-Traded Fund,BBG0056HTN20
BND,CA74640Q1037,74640Q103,Purpose Tactical Investment Grade Bd ETF,Fixed Income,Global Fixed Income,Canada Fund Global Fixed Income,Canada,TORONTO STOCK EXCHANGE,Canada,F00000WH2S,Exchange-Traded Fund,BBG00B9MW5Y3
PBD,CA74639Y5056,74639Y505,Purpose Total Return Bond ETF,Fixed Income,High Yield Fixed Income,Canada Fund High Yield Fixed Income,Canada,TORONTO STOCK EXCHANGE,Canada,F00000QEQD,Exchange-Traded Fund,
